feature,outer_fold_count,mean_z_score,mean_abs_z_score,positive_fold_fraction,mean_ranking_score,best_rank,mean_rank,mean_document_frequency,mean_source_sign_agreement,mean_subsample_sign_agreement,mean_subsample_top_pool_frequency,direction_consistency,stable_relevance_score
tp53 c.818g>a,5,0.31116138121741416,0.5770463886366735,0.8,0.11909294638516292,11349,18173.2,175.2,0.5714285714285714,0.7866666666666667,0.0,0.8,0.09527435710813034
pain aside,5,-0.6985027886000814,0.6985027886000814,0.0,0.09525344259065562,16444,19438.2,188.8,0.11428571428571428,0.86,0.0,1.0,0.09525344259065562
pain aside from,5,-0.6985027886000814,0.6985027886000814,0.0,0.09525344259065562,16445,19438.4,188.8,0.11428571428571428,0.86,0.0,1.0,0.09525344259065562
discussed the,5,-0.35376617905875185,0.5379105925233657,0.2,0.119055425229233,10427,17892.6,132.8,0.8571428571428571,0.78,0.0,0.8,0.0952443401833864
marrow reserve,3,-0.679545665909508,0.679545665909508,0.0,0.15873966958002897,12480,14415.333333333334,55.666666666666664,1.0,0.8666666666666667,0.0,1.0,0.09524380174801739
for worsening,5,-0.4633539671183623,0.5777312065617016,0.2,0.11904407321916173,4456,18917.0,69.6,0.6,0.8266666666666668,0.0,0.8,0.09523525857532938
new intracranial disease.,5,-0.44791400851584023,0.44791400851584023,0.0,0.0952280310987955,8416,20251.8,88.0,0.8,0.76,0.0,1.0,0.0952280310987955
his baseline,5,0.132850409989438,0.6003102722994208,0.8,0.11900815762126167,7359,18361.0,84.8,0.6,0.7666666666666666,0.0,0.8,0.09520652609700934
and psychosocial,5,-0.4906922194103359,0.6571681408662811,0.2,0.11900678179122295,6004,18335.6,289.6,0.45714285714285713,0.82,0.0,0.8,0.09520542543297837
0.8 cm .,2,-0.9289413496665089,0.9289413496665089,0.0,0.2379945301614592,2936,14691.0,55.0,0.5,0.9333333333333333,0.016666666666666666,1.0,0.09519781206458368
height 175 cm,5,-0.4174158970682065,0.539832697963725,0.2,0.11899127542724816,8005,17849.8,80.8,0.8857142857142858,0.76,0.0,0.8,0.09519302034179854
36.8 c. heent,5,0.015403251002658946,0.6707544505763139,0.6,0.1586307445357623,4975,15447.4,78.4,1.0,0.8266666666666668,0.006666666666666666,0.6,0.09517844672145738
biopsy right lower,5,0.4852132161580089,0.5074354284025544,0.8,0.11897230132843331,7574,18694.4,199.2,0.8,0.74,0.0,0.8,0.09517784106274665
or lesions neurologic,5,-0.5079645433003054,0.5132424709718107,0.2,0.11895879232621138,6791,19183.8,128.0,0.8,0.78,0.0,0.8,0.09516703386096911
base to mid-thigh,5,-0.38590187015252975,0.5335916877021323,0.2,0.11893089492353148,10796,17637.0,253.6,0.9428571428571428,0.8466666666666667,0.0,0.8,0.09514471593882519
sequencing performed,5,-0.4478718884633664,0.5135589636559759,0.2,0.11891456492012176,9228,18878.6,101.6,0.8285714285714285,0.7466666666666667,0.0,0.8,0.0951316519360974
contrast-enhanced ct chest,5,-0.4722194797649871,0.5348330840635747,0.2,0.11891066068468384,12542,17850.0,699.2,0.7714285714285715,0.8133333333333332,0.0,0.8,0.09512852854774707
emphasizing,5,0.4521189797198832,0.5275984700736124,0.8,0.11890823897333005,10876,17857.0,167.2,0.8,0.8333333333333334,0.0,0.8,0.09512659117866405
dl albumin 4.0,5,-0.4676600455121428,0.48675920586713683,0.2,0.11890660247004203,3996,19500.2,152.0,0.9428571428571428,0.74,0.006666666666666666,0.8,0.09512528197603363
implications - targeted,3,-0.6789440049880427,0.6789440049880427,0.0,0.15851219316416562,11116,14576.0,64.0,1.0,0.8666666666666667,0.0,1.0,0.09510731589849937
structures - thoracic,2,0.984761523180959,0.984761523180959,1.0,0.23773495375235706,6414,10332.0,56.5,1.0,0.9166666666666667,0.0,1.0,0.09509398150094282
dl. approximately,5,0.2481015916030192,0.5164289465857692,0.8,0.11885949413504296,11853,18176.0,83.2,0.9428571428571428,0.8066666666666666,0.0,0.8,0.09508759530803437
mg dl. approximately,5,0.2481015916030192,0.5164289465857692,0.8,0.11885949413504296,11852,18175.8,83.2,0.9428571428571428,0.8066666666666666,0.0,0.8,0.09508759530803437
review. -,5,0.27454578498330473,0.5747907894145841,0.8,0.11885836451225493,7319,18924.6,109.6,0.45714285714285713,0.8666666666666666,0.0,0.8,0.09508669160980394
intracranial metastatic disease,5,-0.5586005720402705,0.6684195707832844,0.4,0.1584532146543241,4171,16603.0,100.8,1.0,0.78,0.0,0.6,0.09507192879259446
effects.,5,0.04155932079733158,0.7067187348268197,0.6,0.15842963376682678,9659,14636.8,150.4,0.9142857142857143,0.8466666666666667,0.0,0.6,0.09505778026009606
axial t1-weighted,5,0.5202694042428766,0.5216772335365629,0.8,0.11880926494425559,9242,18640.6,107.2,0.7714285714285715,0.74,0.0,0.8,0.09504741195540448
man with,5,-0.37233368945934947,0.5942555566030329,0.2,0.1187906845065669,9731,18755.6,630.4,0.7428571428571429,0.7666666666666667,0.0,0.8,0.09503254760525352
options - discussed,5,-0.5772667208794724,0.5952999519739242,0.2,0.1187844427624803,10418,18312.6,90.4,0.6857142857142857,0.8133333333333332,0.0,0.8,0.09502755420998425
low-back pain,5,-0.45872584661098736,0.5344552522360082,0.2,0.11876246058360178,7896,19315.6,35.2,0.6285714285714286,0.74,0.0,0.8,0.09500996846688142
and reconstructed in,5,-0.45037127787927256,0.6861497492990841,0.4,0.15833048368170938,5243,15964.6,219.2,0.8,0.7933333333333333,0.0,0.6,0.09499829020902563
femoral,5,-0.4145990134441149,0.4793978140060207,0.2,0.1187292148200368,2251,21478.8,38.4,0.7142857142857142,0.6733333333333333,0.006666666666666666,0.8,0.09498337185602945
. - patient,5,0.007121805267262679,0.6779486584464121,0.4,0.15828474537599035,10308,15349.8,71.2,0.8571428571428571,0.8400000000000001,0.006666666666666666,0.6,0.09497084722559421
mass clinical history,5,0.43076971961102944,0.43076971961102944,1.0,0.09496633031509227,9751,20447.2,200.8,0.9428571428571428,0.6933333333333334,0.0,1.0,0.09496633031509227
unable,5,-0.5714516110971176,0.5714516110971177,0.0,0.09495713574303788,14405,19547.0,145.6,0.37142857142857144,0.7733333333333333,0.006666666666666666,1.0,0.09495713574303788
unable to,5,-0.5714516110971176,0.5714516110971177,0.0,0.09495713574303788,14404,19547.2,145.6,0.37142857142857144,0.7733333333333333,0.006666666666666666,1.0,0.09495713574303788
within 1,5,0.4013084024081685,0.5660606765652509,0.8,0.11869295106243669,6436,18346.6,231.2,0.7142857142857142,0.82,0.0,0.8,0.09495436084994935
artifact.,5,-0.49584183362179557,0.5200025502640172,0.2,0.1186802565462844,9095,18646.0,279.2,0.7714285714285715,0.78,0.0,0.8,0.09494420523702753
with additional,5,0.4866806593524314,0.5682115727299657,0.8,0.11867442663172416,12041,17847.2,64.0,0.7428571428571429,0.8,0.0,0.8,0.09493954130537934
complications.,5,-0.4875207217905128,0.5253388438837874,0.2,0.11866998898900012,10712,18347.0,102.4,0.9142857142857143,0.82,0.0,0.8,0.09493599119120011
bruising.,5,-0.4028878120710801,0.6087056649974468,0.2,0.11864997851236252,6532,18580.8,78.4,0.42857142857142855,0.78,0.006666666666666666,0.8,0.09491998280989002
imaging after two,5,0.4325267499409704,0.4325267499409704,1.0,0.0949155737006294,3527,22716.2,93.6,0.2571428571428571,0.6799999999999999,0.0,1.0,0.0949155737006294
hilar and mediastinal,5,0.4747472977277428,0.5391990226849692,0.8,0.11863395758342805,8065,18781.4,431.2,0.7714285714285714,0.7866666666666667,0.0,0.8,0.09490716606674245
osteolytic lesion in,5,-0.179981342012641,0.5351474935912253,0.2,0.11861979710954437,10718,17741.6,28.0,0.9428571428571428,0.78,0.0,0.8,0.0948958376876355
of vinorelbine,5,0.4304033748355959,0.4304033748355959,1.0,0.09489331356403292,9488,20151.6,129.6,0.6857142857142857,0.76,0.0,1.0,0.09489331356403292
to clinic 1,5,0.48565191383817713,0.48565191383817713,1.0,0.09489291270786575,11854,20181.2,71.2,0.6285714285714286,0.7533333333333333,0.0,1.0,0.09489291270786575
65 encounter,3,-0.6198845324361958,0.6198845324361958,0.0,0.15813943976462644,3607,17829.333333333332,61.333333333333336,1.0,0.7111111111111111,0.011111111111111112,1.0,0.09488366385877586
with primary lung,5,0.3131953005824679,0.512048992306797,0.8,0.11858882507092221,8796,17778.6,167.2,0.9428571428571428,0.8466666666666667,0.0,0.8,0.09487106005673777
kumar md,5,0.5008402586259225,0.5606989604927575,0.8,0.11858687935396113,5083,18781.8,45.6,0.7714285714285715,0.72,0.0,0.8,0.09486950348316892
. - bilateral,5,-0.2944200477314925,0.5324065214717486,0.2,0.11858497313907217,6667,18354.2,88.8,0.9428571428571428,0.7533333333333333,0.0,0.8,0.09486797851125774
mb intermediate -,5,0.40893964740119537,0.40893964740119537,1.0,0.09484379157925578,10885,20507.8,65.6,0.9428571428571428,0.7133333333333333,0.0,1.0,0.09484379157925578
pulses intact neurologic,5,-0.42161322661897227,0.42161322661897227,0.0,0.09484159759509941,5510,21289.2,68.0,0.8,0.6799999999999999,0.0,1.0,0.09484159759509941
of any,5,-0.05942738345136993,0.653451515030999,0.4,0.1580406877734511,5959,16377.8,107.2,0.9714285714285715,0.7933333333333333,0.006666666666666666,0.6,0.09482441266407066
carcinoma adenocarcinoma right,5,-0.0536123598209966,0.6213199096017771,0.6,0.15803984398480148,2717,16985.6,121.6,0.8,0.7733333333333333,0.013333333333333332,0.6,0.09482390639088088
meals.,5,-0.3911743073505711,0.6941075234926596,0.4,0.15803331704466808,3700,16017.2,61.6,0.9428571428571428,0.8266666666666668,0.006666666666666666,0.6,0.09481999022680085
- reviewed potential,5,0.4061632490506823,0.533680787858074,0.8,0.11851769929021838,12409,17404.2,171.2,0.9714285714285713,0.8666666666666666,0.0,0.8,0.09481415943217471
combination strategies,5,-0.42303410069240277,0.42303410069240266,0.0,0.09481135172554889,11136,19694.0,456.8,1.0,0.74,0.0,1.0,0.09481135172554889
radiation field,5,0.06802479828866659,0.7130934233325044,0.6,0.15801749471148546,8818,15071.0,43.2,0.8857142857142856,0.8400000000000001,0.0,0.6,0.09481049682689127
clinical trials -,2,1.018671999918101,1.018671999918101,1.0,0.23702085384198168,4235,11676.5,58.5,1.0,0.8333333333333333,0.0,1.0,0.09480834153679267
chief complaint persistent,5,0.5175998773182748,0.5240064323593429,0.8,0.1184901292606769,12309,18109.6,65.6,0.8285714285714285,0.7933333333333333,0.0,0.8,0.09479210340854152
complaint persistent,5,0.5175998773182748,0.5240064323593429,0.8,0.1184901292606769,12308,18109.0,65.6,0.8285714285714285,0.7933333333333333,0.0,0.8,0.09479210340854152
22,5,-0.505145080383787,0.555320322453076,0.2,0.11848638631801753,10410,18098.2,732.0,0.8,0.8066666666666666,0.0,0.8,0.09478910905441403
second-line systemic options,5,0.5588715798197175,0.5595340653502251,0.8,0.11844759671589444,5206,19202.6,89.6,0.7428571428571428,0.7733333333333333,0.0,0.8,0.09475807737271556
clinical trial discussion,5,-0.5264037998936021,0.6869524209733953,0.4,0.15791465688799938,7120,16240.4,235.2,0.6,0.8466666666666667,0.0,0.6,0.09474879413279963
pelvis - liver,5,0.4248453713957563,0.5301636187014009,0.8,0.11842817429395858,7919,18860.0,68.0,0.7428571428571429,0.7666666666666666,0.0,0.8,0.09474253943516686
mediastinum hila -,5,0.1718877099462428,0.4983598725613416,0.8,0.11842372861941294,4936,20118.4,217.6,0.8857142857142858,0.7466666666666667,0.0,0.8,0.09473898289553036
day 2,5,-0.45348203895201494,0.5365214002039059,0.2,0.1184153418555817,5135,18866.4,186.4,0.8,0.7466666666666667,0.0,0.8,0.09473227348446536
100 -,5,0.13457818126850613,0.611714008891476,0.8,0.1184117021025397,9718,18895.0,100.0,0.8285714285714285,0.7333333333333333,0.0,0.8,0.09472936168203178
radiation oncology -,4,0.5286648565115412,0.5286648565115412,1.0,0.11840833292020567,6370,19059.0,65.75,0.75,0.7333333333333334,0.0,1.0,0.09472666633616453
ondansetron + dexamethasone,5,-0.30860200875037685,0.5675573575531307,0.2,0.11840198054965219,14190,17832.2,80.8,0.6857142857142857,0.8400000000000001,0.0,0.8,0.09472158443972176
review advance,3,-0.710879002651177,0.710879002651177,0.0,0.15783455053636927,6459,15997.0,63.0,0.6190476190476191,0.8333333333333334,0.011111111111111112,1.0,0.09470073032182155
or masses identified.,5,0.2216764759990594,0.5429118918708113,0.8,0.11836965056034543,12710,17601.4,93.6,0.9428571428571428,0.78,0.0,0.8,0.09469572044827634
iv contrast -,5,0.4301102201710827,0.4301102201710826,1.0,0.09469459233478592,5045,21272.0,94.4,0.7428571428571429,0.6933333333333334,0.0,1.0,0.09469459233478592
study. the lesion,5,-0.46927158162311117,0.5501016051319043,0.2,0.11836189363702639,12093,17932.4,73.6,0.8,0.8066666666666666,0.0,0.8,0.09468951490962112
neoplasm stage iv,5,-0.36322011051120234,0.5244907366840812,0.2,0.1183559740536168,9932,18960.6,261.6,0.6,0.7866666666666666,0.0,0.8,0.09468477924289344
acetaminophen,5,-0.5607671264459922,0.6075036802210878,0.2,0.11834536563199474,4873,19050.4,736.0,0.5142857142857142,0.8133333333333332,0.0,0.8,0.0946762925055958
appear unremarkable no,5,0.033427785944143106,0.6599266274006798,0.6,0.15774664008323946,5316,15874.0,86.4,0.9142857142857143,0.7866666666666666,0.006666666666666666,0.6,0.09464798404994368
to discuss,5,0.12076942471805792,0.7411601270692418,0.6,0.1577145264701438,7206,15761.2,352.8,0.6571428571428571,0.8266666666666665,0.0,0.6,0.09462871588208628
10 g dl,5,0.22555834881376918,0.5556011666997428,0.8,0.11825454568236131,12409,18004.4,64.0,0.8,0.8333333333333334,0.0,0.8,0.09460363654588905
normal appetite no,5,-0.5230339220870007,0.5230339220870007,0.0,0.09459209433919677,8878,20372.0,191.2,0.3142857142857143,0.8066666666666666,0.0,1.0,0.09459209433919677
worsens,5,0.43392733624658975,0.4339273362465897,1.0,0.09458934864353356,14510,19486.8,296.0,0.9428571428571428,0.7266666666666667,0.0,1.0,0.09458934864353356
concurrent stk11,5,-0.3875768857838882,0.5248225583681391,0.2,0.11822147517222774,7763,18622.2,351.2,0.7714285714285715,0.7666666666666667,0.0,0.8,0.0945771801377822
. stk11,5,-0.22987209951544313,0.5111893551665243,0.2,0.118210297689438,8133,18501.8,73.6,0.9428571428571428,0.7866666666666667,0.0,0.8,0.09456823815155041
fda-approved kras-g12c inhibitors,5,0.4806114081932355,0.6448386770224653,0.6,0.15761209280541752,4705,16808.0,65.6,0.8285714285714285,0.7466666666666667,0.006666666666666666,0.6,0.09456725568325051
10 l low-normal,5,-0.43681594104638694,0.43681594104638694,0.0,0.09455889050167311,8032,20092.0,46.4,0.9142857142857143,0.7733333333333332,0.0,1.0,0.09455889050167311
discussion,5,-0.4204426702229906,0.4204426702229906,0.0,0.09455194452567435,9275,20553.4,768.0,0.6285714285714286,0.7666666666666666,0.0,1.0,0.09455194452567435
metastatic involvement.,5,-0.42089298702863387,0.42089298702863387,0.0,0.09455057024435877,13311,19496.4,436.0,0.9714285714285715,0.7466666666666667,0.0,1.0,0.09455057024435877
beyond,5,0.4685234678708177,0.5231578593459746,0.8,0.11817909228374199,7889,18664.8,495.2,0.7714285714285715,0.74,0.0,0.8,0.0945432738269936
nodule with attenuation,5,-0.48540897628382007,0.5122388585888025,0.2,0.11816661917974924,10378,18577.4,60.0,0.8285714285714285,0.76,0.0,0.8,0.0945332953437994
approximately 1.2,5,0.4188390881862338,0.5280834544909183,0.8,0.11813956407258183,11511,18218.4,80.0,0.8,0.78,0.006666666666666666,0.8,0.09451165125806547
7. clinical trial,4,-0.38771464798322686,0.6835785475792698,0.25,0.15747460529475843,12563,14504.5,61.25,0.9285714285714286,0.9166666666666667,0.0,0.75,0.09448476317685506
for kras g12c-specific,5,0.49832169207344795,0.5195500325720884,0.8,0.1180853425524399,8996,18509.2,113.6,0.7142857142857142,0.78,0.0,0.8,0.09446827404195192
monitor for,5,-0.3646210665811747,0.5262839512454459,0.2,0.11806881721300018,7411,18651.4,347.2,0.9428571428571428,0.7333333333333334,0.0,0.8,0.09445505377040014
nodules multiple subcentimeter,5,-0.3685141760693577,0.5189387963119951,0.2,0.11805753265879593,7365,18517.2,104.8,0.7142857142857142,0.7666666666666666,0.006666666666666666,0.8,0.09444602612703674
homozygous deletion pd-l1,5,-0.5243110742837175,0.5943342869464406,0.2,0.1180300419105635,6687,18815.8,168.8,0.5428571428571429,0.7933333333333333,0.0,0.8,0.0944240335284508
for symptom control,5,-0.395797236818169,0.6643326186789805,0.4,0.15736539416696244,6995,15550.2,77.6,0.9714285714285713,0.8266666666666668,0.006666666666666666,0.6,0.09441923650017746
the chest wall,5,-0.4123540639516108,0.4123540639516108,0.0,0.09441614970266601,10717,20446.4,78.4,0.9428571428571428,0.7266666666666667,0.0,1.0,0.09441614970266601
medications - lisinopril,5,0.043172830434069935,0.49039591469641286,0.2,0.11801319924713868,5450,19465.4,638.4,0.9428571428571428,0.7266666666666667,0.006666666666666666,0.8,0.09441055939771095
metastatic carcinoma,5,0.4265417656233135,0.4265417656233135,1.0,0.09440181529230257,12956,19521.0,76.0,0.9428571428571428,0.7866666666666666,0.0,1.0,0.09440181529230257
sensitivity for subclonal,5,-0.44617717713908345,0.44617717713908345,0.0,0.09439893549907472,14066,19799.6,91.2,0.8,0.7733333333333333,0.0,1.0,0.09439893549907472
epithelial cells forming,4,-0.6786734797708387,0.6786734797708387,0.0,0.11798830533265474,8253,18143.75,64.5,0.42857142857142855,0.8083333333333333,0.0,1.0,0.09439064426612379
age 57,5,-0.4526993744308454,0.5130924555152379,0.2,0.11798613777240485,7228,18263.8,67.2,0.9428571428571428,0.8133333333333332,0.006666666666666666,0.8,0.0943889102179239
6.8 k l,5,-0.516243472383219,0.5305226165529939,0.2,0.11796969072680485,10433,18258.6,113.6,0.8,0.8133333333333332,0.0,0.8,0.09437575258144389
4. imaging follow-up,5,0.45430637070706636,0.4910121051235114,0.8,0.11794759187094525,3785,20236.0,264.0,0.6285714285714286,0.74,0.006666666666666666,0.8,0.0943580734967562
call,5,0.47662041497628194,0.617972996878092,0.6,0.15721869232235292,2073,18564.8,334.4,0.6285714285714286,0.7733333333333333,0.013333333333333332,0.6,0.09433121539341174
30 % moderate,5,-0.42232789786934755,0.4979647267505081,0.2,0.11791264677424987,5805,18792.8,84.8,0.8857142857142858,0.76,0.006666666666666666,0.8,0.0943301174193999
axial dimension in,5,-0.5032129968086553,0.5032129968086553,0.0,0.09432945191376696,10336,19960.4,68.8,0.42857142857142855,0.78,0.006666666666666666,1.0,0.09432945191376696
or depression reported.,5,0.10953104259485884,0.5610518970090255,0.8,0.11789566034471985,7912,18640.2,330.4,0.6,0.7733333333333333,0.0,0.8,0.09431652827577588
4.5 cm left,5,-0.44736411712128066,0.5279043523711309,0.2,0.11789182498419612,8257,18884.4,56.0,0.6571428571428571,0.8,0.0,0.8,0.0943134599873569
for treatment response,5,0.2978360470490812,0.49637586361370534,0.8,0.11786357725370425,6882,18803.4,99.2,1.0,0.7933333333333333,0.0,0.8,0.09429086180296341
denies.,5,0.4345913327077901,0.5265390824475793,0.8,0.11785883020852364,6871,18882.0,168.0,0.8571428571428571,0.7466666666666667,0.0,0.8,0.09428706416681892
space,5,-0.44177153495558663,0.44177153495558663,0.0,0.09428285758098506,8584,20660.4,68.8,0.6,0.7266666666666667,0.0,1.0,0.09428285758098506
7 mut,5,-0.015544457464473693,0.6124211234969259,0.6,0.15713292183695332,2897,17016.2,96.8,0.7428571428571429,0.8266666666666665,0.02,0.6,0.09427975310217199
ve,5,-0.14524953577093075,0.6797375946195923,0.4,0.1571186882312387,10548,14641.8,131.2,0.9714285714285715,0.86,0.0,0.6,0.09427121293874322
3. mild,5,-0.37729629274744475,0.5580791112986292,0.2,0.11783735875777561,10522,17785.8,292.0,0.8,0.8133333333333332,0.0,0.8,0.09426988700622049
history - cholecystectomy,5,0.5658544185971777,0.7221756228606326,0.6,0.15708742196315878,4000,16777.6,71.2,0.6,0.8333333333333334,0.0,0.6,0.09425245317789527
gait steady. skin,5,-0.5308897712785016,0.5308897712785016,0.0,0.0942436195432899,9563,20249.6,96.0,0.42857142857142855,0.7866666666666667,0.0,1.0,0.0942436195432899
steady. skin,5,-0.5308897712785016,0.5308897712785016,0.0,0.0942436195432899,9564,20249.8,96.0,0.42857142857142855,0.7866666666666667,0.0,1.0,0.0942436195432899
